"","Q","text","tokens","uncivil_dictionary","n_raters","n_uncivil","uncivil_perceptions","uncivil_coded"
"162","Q244","邊一間公司唔撚先揾錢？佢有消費過坑爭？見咁撚多人block9你話你五毛你知問係黃嘅話你再用腦諗下先同人嘈blocked 898","邊 一間 公司 唔撚 先 揾錢 佢 有 消費 過 坑 爭 見 咁撚 多人 你 話 你 五毛 你 知 問 係 黃 嘅 話 你 再 用腦 諗下 先 同人 嘈",1,18,9,0.5,1
"163","Q245","球會back office職位可以做諗起早幾年有巴打踩單車去英國, 最後曼聯請左佢係舖頭做","球會 職位 可以 做 諗起 早 幾年 有 巴打 踩單車 去英國 最後 曼聯 請 左 佢係 舖頭 做",0,10,3,0.3,0
"164","Q246","正豬西~~~7下7下咁想陰9人,撐唐撐到出哂面,好L9囉個政府 :","正 豬西 下 下 咁想 陰 人 撐 唐 撐到 出哂 面 好 囉 個 政府",1,17,10,0.588235294117647,1
"165","Q247","我覺得 個8婆 老豆老母既親戚㩒住個咀偷笑緊個女不單讀唔入流既大學，依家仲要貢既野出黎……無家教即係無家教:","我 覺得 個 老豆老母 既 親戚 <U+3A52> 住 個 咀 偷 笑緊 個 女 不單 讀 唔入流 既 大學 依家 仲要 貢 既野 出黎 無家教 即係 無家教",1,18,10,0.555555555555556,1
"166","Q248","親測有效 利申hsbc用家online banking取消自動轉賬兩分鐘搞掂","親 測 有效 利申 用家 取消 自動 轉賬 兩 分鐘 搞掂",0,19,1,0.0526315789473684,0
"167","Q249","是但啦，光復緊香港呀！仲fc！黑警楂槍入住所指住市民，我地啱用咪得囉！我地要推上國際！時代革命呀！","是但 啦 光復 緊 香港 呀 仲 黑警 楂 槍 入 住所 指住 市民 我地 啱用 咪得 囉 我地 要 推上 國際 時代革命 呀",1,12,5,0.416666666666667,1
"168","Q25","今日都遲啦，林病係 瑞士返嚟嗰日，記招唔係宣布封關，初二就應該罷工喇","今日 都 遲 啦 林病 係 瑞士 返嚟 嗰日 記招 唔係 宣布 封關 初 二 就 應該 罷工 喇",1,14,6,0.428571428571429,1
"169","Q250","當初林鄭話有中央支持可以日驗50萬，點知驗成個星期先驗得100萬個- 分享自 LIHKG 討論區","當初 林鄭 話 有 中央 支持 可以 日 驗 萬 點知 驗 成個星期 先 驗 得 萬 個 分享 自 討論區",0,15,2,0.133333333333333,0
"170","Q251","岩呀繼續鳩up 啦你唔出聲靜靜地反而唔知點算你講多錯多就辣著更加多人","岩 呀 繼續 鳩up 啦 你 唔出聲 靜靜地 反而 唔知 點算 你 講多錯多 就 辣 著 更加 多人",1,17,6,0.352941176470588,1
"171","Q252","我老母係屋企都屌哂鬼 呢d日常用品都要拉 你班黑警又係到辣火頭 師奶平時買菜刀 鍋蓋 電筒有幾閒","我 老母 係 屋企 都 屌哂 鬼 呢 日常用品 都 要拉 你班 黑警 又 係到 辣 火頭 師奶 平時 買 菜刀 鍋 蓋 電筒 有 幾 閒",1,16,4,0.25,1
"172","Q253","Me too Thx手足認同你唔應該話人送頭冇人知做咩先最有用但係我淨係知出嚟真係要好大勇氣repsect所有手足和勇不分 齊上齊落","手足 認同你 唔應該 話人 送頭 冇人 知 做咩 先 最 有用 但係 我 淨係知 出嚟 真 係要 好大 勇氣 所有 手足 和 勇 不分 齊 上 齊 落",0,17,5,0.294117647058824,0
"173","Q254","TRUE,一杯可樂係半島同超市都差好遠,冇人揸支槍叫你買,有咩好怨:","一杯 可樂 係 半島 同 超市 都 差好遠 冇人 揸 支 槍 叫你 買 有咩 好 怨",0,17,1,0.0588235294117647,0
"174","Q255","因為今次你見到 大陸自己都瀨屎瀨尿無暇對付香港依次攪到香港咁慘 完全係林酋一個人嘅歹毒 佢就喺依個時候用香港獻祭俾中共","因為 今次 你 見到 大陸 自己 都 瀨屎 瀨尿 無暇 對付 香港 依次 攪到 香港 咁慘 完全 係 林 酋 一 個人 嘅 歹毒 佢 就喺 依個 時候 用 香港 獻 祭 俾 中共",1,15,6,0.4,1
"175","Q256","以後和理非遊行都可以比人無啦啦係天橋上射 永遠追究唔到 屌你老母啦死黑警","以後 和 理非 遊行 都 可以 比人 無啦啦 係 天 橋上 射 永遠 追究 唔到 屌你老母 啦 死 黑警",1,17,7,0.411764705882353,1
"176","Q257","衝入軍營去，開放日就加演真人實彈射擊比市民親自開槍，一齊射向豬西滴。","衝入 軍營 去 開放日 就 加演 真人 實彈 射擊 比 市民 親自 開槍 一齊 射 向 豬西滴",1,16,7,0.4375,1
"177","Q258","曱甴搶警槍之後下一步就用嚟射殺市民或普通曱甴再嫁禍比警方！幕後金主大手做淡再配合警方殺人消息從中獲取巨利又可達到政治目的！","曱甴 搶 警槍 之後 下一步 就 用嚟 射殺 市民 或 普通 曱甴 再 嫁禍 比 警方 幕後 金主 大手 做 淡 再 配合 警方 殺人 消息 從中 獲取 巨利 又 可 達到 政治 目的",1,18,8,0.444444444444444,1
"178","Q259","係wor, 頭先仲聽到d差佬響度爆粗, 話搞咁耐都唔得, 要call個校長返黎, 勁大聲lor.....","係 頭先 仲 聽到 差佬 響度 爆粗 話 搞 咁耐 都唔得 要 個 校長 返黎 勁 大聲",0,16,5,0.3125,0
"179","Q26","兄弟做野....ERIC老師的BLOG快些去佢BLOG做下FAN啦!","兄弟 做野 老師 的 快 些 去 佢 做下 啦",0,15,5,0.333333333333333,0
"180","Q260","反中人渣鬥不過中國政府又想利用小小話題去醜化中華民族反中人渣枉作小人:","反中 人渣 鬥不過 中國 政府 又 想 利用 小小 話題 去 醜化 中華民族 反中 人渣 枉 作 小人",1,16,10,0.625,1
"181","Q261","點會冇辦法擺地下比人踩又得QR code上面比人寫滿晒口號又得大把方法喇仲要乖乖做港豬?","點會 冇辦法 擺 地下 比人 踩 又得 上面 比人 寫 滿晒 口號 又得 大把 方法 喇 仲要 乖乖 做 港豬",1,15,6,0.4,1
"182","Q262","警方出手平暴……飯民話係過份武力震壓！警方顧及各方安全而撤退……飯民佢哋又話放水？所以話飯民口中嘅「溝通」只不過係一個口號，政府有冇行動成果……飯民都係一九樣包庇暴徒及鼓勵暴徒去進行破壞。","警方 出手 平暴 飯民 話係 過份 武力 震 壓 警方 顧及 各方 安全 而 撤退 飯民 佢哋 又話 放水 所以話 飯民 口中 嘅 溝通 只不過 係 一個 口號 政府 有冇 行動 成果 飯民 都係 一九樣 包庇 暴徒 及 鼓勵 暴徒 去 進行 破壞",1,15,4,0.266666666666667,1
"183","Q263","可能真系有洗腦，作者居然話飯民是香港破壞王，建製派是建設王。香港迴歸前不知有多好，但迴歸後一直比西環輸入貧窮150個單程，搞到香港僕街都是這班綜援婆，公屋","可能 真系有 洗腦 作者 居然 話 飯民 是 香港 破壞王 建 製 派 是 建設 王 香港 迴歸 前 不知 有 多好 但 迴歸 後 一直 比 西環 輸入 貧窮 個 單程 搞到 香港 僕街 都是 這班 綜援 婆 公屋",1,18,8,0.444444444444444,1
"184","Q264","你嗌住光復香港、時代革命，之後諗移民。我退無可退選擇守。但你借住運動幫你BNO平權，你自私多過我啦柒頭","你 嗌住 光復香港 時代革命 之後 諗移民 我 退 無 可退 選擇 守 但 你 借 住 運動 幫 你 平權 你 自私 多過 我 啦 柒頭",1,17,7,0.411764705882353,1
"185","Q265","號召全港市民到你附近打邊爐、燒野食，睇你頂得耐。偷食正仆街仔。","號召 全港 市民 到 你 附近 打邊爐 燒 野食 睇你 頂 得 耐 偷食 正 仆街 仔",1,17,7,0.411764705882353,1
"186","Q266","2隻狗柒左，仲會反去寫報告通緝咩，我估唔會囉，還掂都係求能期拉之嘛","隻 狗 柒左 仲會 反去 寫 報告 通緝 咩 我估 唔會 囉 還掂 都係 求 能 期 拉 之嘛",1,15,9,0.6,1
"187","Q267","之前有啲仆街仔仲話大陸唔敢修路㗎， 仲話送錢比印度走㗎。乜不是嗎:","之前 有啲 仆街 仔 仲話 大陸 唔敢 修路 <U+35CE> 仲話 送錢 比 印度 走 <U+35CE> 乜 不是 嗎",1,17,10,0.588235294117647,1
"188","Q268","以為得藍屍會做fake news, 估唔到連登仔都咁多, DLLM","以為 得 藍屍 會 做 估唔到 連登 仔 都 咁多",1,17,10,0.588235294117647,1
"189","Q269","我都打算俾左覆診紙老細睇去過醫院(唔會去)自我隔離14日敢炒我既 實同佢玩到底","我 都 打算 俾左 覆診 紙 老細 睇 去過 醫院 唔會 去 自我 隔離 日 敢 炒 我 既 實 同佢 玩 到底",0,18,6,0.333333333333333,0
"190","Q27","真可憐，報應喺小朋友身上 ，呢隻曱甴成蟲有無見過泛狗政棍，帶過自己仔女出嚟 ？一定無，因為係死蠢至會推自己仔女去死。","真可憐 報應 喺 小朋友 身上 呢隻 曱甴 成 蟲 有 無見過 泛 狗政棍 帶過 自己 仔女 出嚟 一定 無 因為 係 死蠢 至會 推 自己 仔女 去死",1,18,8,0.444444444444444,1
"191","Q270","即係點呀？台灣碩士都只係去倒垃圾，咁學士倒乜春好呢？這證實台灣已經倒退到窮得連屎都要搶食，做魚民又被倭日驅逐，台灣人連尊嚴都沒有了。","即係 點呀 台灣 碩士 都 只係 去 倒 垃圾 咁 學士 倒 乜春 好 呢 這 證實 台灣 已經 倒 退到 窮得 連 屎 都要 搶食 做 魚民 又 被 倭 日 驅逐 台灣人 連 尊嚴 都 沒 有了",1,17,8,0.470588235294118,1
"192","Q271","克什米爾其實都慘比印度吞併但另外兩個鄰國更仆街印度都知克什米爾獨立就係比中國同巴基斯坦瘋狂滲透但吞併左難免比支那攻擊雙重標準","克什米爾 其實 都 慘 比 印度 吞併 但 另外 兩個 鄰國 更 仆街 印度 都知 克什米爾 獨立 就係 比 中國 同 巴基斯坦 瘋狂 滲透 但 吞併 左 難免 比 支那 攻擊 雙重 標準",1,16,8,0.5,1
"193","Q272","唔撚會割分化撚死撚開啦係咪又要我地貼手足比人斬撚到腳見骨個張圖先識醒","唔撚 會 割 分化 撚 死撚 開啦 係咪 又要 我地 貼 手足 比人 斬 撚 到 腳 見 骨 個 張圖 先識 醒",1,16,11,0.6875,1
"194","Q273","又話無引渡協議嘅，台灣做乜鳩，咁著草去咗嗰邊班暴民點算:lol","又話 無 引渡 協議 嘅 台灣 做乜鳩 咁 著草 去咗 嗰 邊班 暴民 點算",1,16,9,0.5625,1
"195","Q274","唔怪得雙普選越推越後啦原來政府係想拖到特區都冇埋…等我地香港市民選都冇得選就比蝗國合併左先","唔怪得 雙普選 越 推 越 後 啦 原來 政府 係 想 拖到 特區 都 冇埋 等 我地 香港市 民選 都 冇得 選 就 比 蝗國 合併 左 先",0,16,9,0.5625,1
"196","Q275","隻隻曱甴戴曬豬咀，仲放催淚彈、胡椒噴霧同胡椒彈有鬼用咩，一於開始用橡膠子彈或實彈應付啦！","隻隻 曱甴 戴 曬 豬 咀 仲 放 催淚彈 胡椒噴霧 同 胡椒彈 有鬼 用咩 一於 開始 用 橡膠 子彈 或 實彈 應付 啦",1,14,8,0.571428571428571,1
"197","Q276","今日的確好唔理想以後一係一開始前要有共識打狗救人如果唔係就一係咪撚出去","今日 的確 好 唔理想 以後 一係 一開始 前 要有 共識 打 狗 救人 如果 唔係 就 一 係咪 撚 出去",1,17,8,0.470588235294118,1
"198","Q277","地產狗的偽術4月叫價: 600萬5月叫價: 800萬...10月叫價: 600 萬,   好慘呀 無陰公呀  跌左 25% 呀  你班死暴徒累死香港啦","地產 狗 的 偽術 月 叫價 萬 月 叫價 萬 月 叫價 萬 好慘 呀 無陰公 呀 跌左 呀 你班 死 暴徒 累死 香港 啦",1,17,6,0.352941176470588,1
"199","Q278","咪白痴囉， 同紅登班過氣垃圾一堆你地人地陳嘉倩同背後公關幾咁滿足連登仔要求佢就痴埋會出賣個人資料嘅早洩紅登區做雞","咪 白痴 囉 同 紅 登 班 過氣 垃圾 一堆 你地 人地 陳 嘉 倩 同 背後 公關 幾咁 滿足 連登 仔 要求 佢 就 痴埋 會 出賣 個人 資料 嘅 早洩 紅 登 區 做雞",0,17,12,0.705882352941177,1
"200","Q279","講得啱，咁鳩多規炬要大陸人跟？系咪痴鳩線？吾大小便俾你睇俾足面你啦，食屎啦架頭！又要賺人仔又要阿芝阿左！","講得啱 咁 鳩 多 規 炬 要 大陸人 跟 系咪 痴鳩線 吾 大小便 俾你睇 俾 足 面 你 啦 食屎 啦 架 頭 又要 賺 人仔 又要 阿 芝 阿 左",1,15,7,0.466666666666667,1
"201","Q28","唔知點解，香港甲甴多數弱智，佢老味禁嘅晶片只不過係用係手機上，所以華為頭痕","唔知 點解 香港 甲甴 多數 弱智 佢老味 禁 嘅 晶片 只不過 係 用 係 手 機上 所以 華為 頭痕",1,15,9,0.6,1
"202","Q280","其實點解成日會有衝突？好似小學生咁你過界？你啲垃圾掟左過黎？南北韓邊間都唔會成日有依啲衝突架？同埋點解會打交？唔係suppose應該有紀律架咩？如果係軍隊落order郁手，咁直頭係屬於宣戰？","其實 點解 成日 會有 衝突 好似 小學生 咁 你 過界 你 啲 垃圾 掟 左 過黎 南北韓 邊間 都 唔會 成日 有 依 啲 衝突 架 同埋 點解 會 打交 唔係 應該 有 紀律 架咩 如果 係 軍隊 落 郁手 咁 直頭 係 屬於 宣戰",0,16,6,0.375,0
"203","Q281","邊個同你講政府想抗疫 嗰啲咩fight the virus只係做下樣表面野派幾個臭錢 9整呀婆底褲連限聚令本身只不過用黎防集會國家安全大於一切","邊個 同你 講 政府 想 抗 疫 嗰啲 咩 只係 做下 樣 表面 野 派 幾個 臭 錢 整 呀婆 底褲 連 限 聚 令 本身 只不過 用黎 防 集會 國家 安全 大於 一切",0,17,5,0.294117647058824,1
"204","Q282","共匪搞事 》香港人敗走 〉新移民補上摺被軍都唔洗出就收復到香港 移民撚又贏","共匪 搞事 香港人 敗走 新移民 補上 摺 被 軍 都 唔洗出 就 收復 到 香港 移民 撚 又 贏",1,18,10,0.555555555555556,1
"205","Q283","中英談判, 鄧小平對戴卓爾女士說 :主權是不能談判的不排除這個期間發生意外的事情,","中英 談判 鄧小平 對 戴卓爾 女士 說 主權 是 不能 談判 的 不排除 這個 期間 發生 意外 的 事情",0,17,2,0.117647058823529,0
"206","Q284","睇見D暴徒破壞完紅隧回來，有一班人為他們歡呼，呢一個係乜嘢世界嚟㗎個心好唔開心，","睇見 暴徒 破壞 完 紅隧 回來 有 一班 人為 他們 歡呼 呢一個 係乜嘢 世界 嚟 <U+35CE> 個心 好唔開心",1,16,7,0.4375,1
"207","Q285","【票站消息】 #元朗 #元龍 選區， #張秀賢 擊敗 #經民聯 #王威信 及#周樂寧 當選","票站 消息 元朗 元龍 選區 張秀賢 擊敗 經民聯 王 威信 及 周 樂 寧 當選",0,15,3,0.2,0
"208","Q286","果d仲話要尊重專業道德,一定要救差佬的on9會員香港差狗屢次攻擊First Aider,,已經衰撚過中東國家","果 仲 話要 尊重 專業 道德 一定 要 救 差佬 的 會員 香港 差 狗 屢次 攻擊 已經 衰 撚 過 中東國家",1,15,7,0.466666666666667,1
"209","Q287","朋友講d 公仔麵 罐頭 米都冇哂即刻落樓下間超市睇 個貨架真係空哂睇黎手持午餐肉就有西屌既日子好快來臨","朋友 講 公仔麵 罐頭 米 都 冇哂 即刻 落樓 下間 超市 睇 個 貨架 真係 空 哂 睇黎 手持 午餐肉 就有 西屌既 日子 好快 來臨",1,15,4,0.266666666666667,1
"210","Q288","唔駛替靚女擔心，佢只要學識幾句標凖語句打發同反擊其他攻撃佢嘅耳猿就得架喇。","唔駛 替 靚女 擔心 佢 只要 學識 幾句 標凖 語句 打發 同 反擊 其他 攻撃 佢嘅 耳猿 就得 架喇",1,15,6,0.4,1
"211","Q289","睇到篇文啲人名已經知柒硬啦一個搞人類起源，一個搞考古講乜鳩病毒","睇到 篇文 啲 人名 已經 知 柒 硬 啦 一個 搞 人類 起源 一個 搞 考古 講 乜鳩 病毒",1,17,8,0.470588235294118,1
"212","Q29","佢地會以為熱狗係泛民(好認真) 真係問過。泰仔?泰仔泛民嚟㗎喎","佢地 會 以為 熱狗 係 泛民 好認真 真係 問過 泰仔 泰仔 泛民 嚟 <U+35CE> 喎",0,20,7,0.35,1
"213","Q290","呢個時候搞林鄭只會添亂講話support只係手段而已林鄭依家乜都唔洗做只需要聽阿爺說話就可以了","呢個 時候 搞 林鄭 只會 添亂 講話 只係 手段 而已 林鄭 依家 乜都 唔洗做 只 需要 聽 阿爺 說話 就 可以 了",0,17,7,0.411764705882353,0
"214","Q291","roadshow 又執，有線又dying，之前裝落成渣mon 要黎做乜:o","又 執 有線 又 之前 裝 落成 渣 要 黎做乜",0,18,5,0.277777777777778,0
"215","Q292","你唔好低能以為間間酒店只有內地客... 係.. 內地客係唔少.. 但唔代表無其他國家客... 而家係機場事件... 周街示威衝突令佢地唔敢黎...","你 唔 好低能 以為 間間 酒店 只有 內地客 係 內地客 係 唔少 但唔代表 無 其他 國家 客 而家 係 機場 事件 周街 示威 衝突 令 佢地 唔敢 黎",0,17,3,0.176470588235294,0
"216","Q293","大家要明白機場散水都要兩個鐘頭！ 一定唔可以最後個1分鐘先散水！！","大家 要 明白 機場 散水 都要 兩個 鐘頭 一定 唔可以 最後 個 分鐘 先 散水",0,18,1,0.0555555555555556,0
"217","Q294","有些神棍騙d女人性交辟邪或轉運，咁都有咁多人信，不要高估d市民智慧，有些學棍政棍話國教會洗腦，居然有班學生和家長會信，政府當然不能高估d家長和學生智慧，所以慢慢推國教，唔係唔推，只係慢慢推","有些 神棍 騙 女人 性交 辟邪 或 轉運 咁都 有咁 多人 信 不要 高估 市民 智慧 有些 學棍 政棍 話 國 教會 洗腦 居然 有 班 學生 和 家長會 信 政府 當然 不能 高估 家 長和 學生 智慧 所以 慢慢 推 國教 唔係 唔 推 只係 慢慢 推",1,17,7,0.411764705882353,1
"218","Q295","唔緊要嫁聽日我地一齊再出去好冇?一次唔得兩次 兩次唔得三次咁做冇效果嘅我地就大第二樣但證實冇效果之前我地都要堅持!!!","唔緊要 嫁 聽日 我地 一齊 再 出去 好冇 一次 唔得 兩次 兩次 唔得 三 次 咁做 冇 效果 嘅 我地 就 大 第二樣 但 證實 冇 效果 之前 我地 都 要堅持",0,18,2,0.111111111111111,0
"219","Q296","香港有班垃圾，以前以為自己好叻，最後發現自己原來係垃圾，第一時間會話係其他人既錯，拒絕改變，最後抑鬱","香港 有 班 垃圾 以前 以為 自己 好叻 最後 發現 自己 原來 係 垃圾 第一時間 會 話係 其他人 既 錯 拒絕 改變 最後 抑鬱",0,16,6,0.375,0
"220","Q297","係呀 讀書不是唯一出路有人迫他們去做邊青嗎?你有看內容再回覆別人的討論嗎?那他們慢慢怪政棍吧,怪到天荒地老可能有出路的","係呀 讀書 不是 唯一 出路 有人 迫 他們 去做 邊 青 嗎 你 有 看 內容 再 回覆 別人 的 討論 嗎 那 他們 慢慢 怪 政棍 吧 怪 到 天荒地老 可能 有 出路 的",1,16,6,0.375,1
"221","Q298","==================好易理解冇家教嘅雌雄動物唔清唔楚咁將白知嘅海鮮凳咗出嚟咪產生咗咁嘅問題囉一個唔覺意仲曉得對號添:","好易 理解 冇家教 嘅 雌雄 動物 唔清唔楚 咁 將 白 知 嘅 海鮮 凳 咗 出嚟 咪 產 生咗 咁嘅 問題 囉 一個 唔覺意 仲 曉得 對號 添",1,15,8,0.533333333333333,0
"222","Q299","【反送中過後】屌你老味!!! 下星期就係《國歌法》二讀嘞....","反 送 中 過後 屌 你老味 下 星期 就係 國歌法 二讀 嘞 分享 自 討論區",1,17,6,0.352941176470588,1
"223","Q3","郭文貴話五毛好駛好用好幫得手, 佢申請美國政治庇護咁快獲批, 五毛的舉證實在功不可沒, 同時証明中共有幾害怕佢爆料.反觀呢度得個小貓幾隻交行貨, 証明西環眼中戴先生冇乜料到.","郭文貴 話 五毛 好駛 好 用好 幫 得手 佢 申請 美國 政治 庇護 咁快 獲批 五毛 的 舉證 實在 功不可沒 同時 証明 中 共有 幾 害怕 佢 爆料 反觀 呢度 得個 小貓 幾 隻 交 行貨 証明 西環 眼中 戴 先生 冇乜 料到",1,15,6,0.4,1
"224","Q30","點解你所講既黑警到而家我仲未見到。幾時有黑警揾我 我好期待嗰日 等我可以加入你地陣營都有藉口","點解 你 所 講既 黑警 到 而家 我 仲未 見到 幾時 有 黑警 揾 我 我 好期待 嗰日 等我 可以 加入 你地 陣營 都有 藉口",1,14,5,0.357142857142857,1
"225","Q300","武漢肺炎朋友圈炸裂山東壽光姐通過市長熱線怒懟武漢市長強烈質問：為什麼我們捐贈的蔬菜被出售？","武漢 肺炎 朋友圈 炸裂 山東 壽 光 姐 通過 市長 熱線 怒 懟 武漢 市長 強烈 質問 為什麼 我們 捐贈 的 蔬菜 被 出售",0,18,3,0.166666666666667,0
"226","Q301","香港多數得做官，高級黑警，金融撚同呃人sales 啲人工叫見得下人","香港 多數 得 做官 高級 黑警 金融 撚 同 呃人 啲 人工 叫 見得 下人",1,15,10,0.666666666666667,1
"227","Q302","無問題 繼續裝修因為學呀叻話齋 「我吾知 我睇吾到 吾關我事」申利識打「唔」字","無問題 繼續 裝修 因為 學 呀 叻 話齋 我 吾知 我 睇 吾到 吾關 我 事 申 利 識 打 唔 字",0,16,6,0.375,0
"228","Q303","總知, 打手覺得, 煙仔何爆cy野就得其他人, 包括梁, 爆唐狗曾特狗野, 理得佢係咪自己認, 就係抺黑市民全部係死, 亦都無眼睇的","總知 打手 覺得 煙仔 何 爆 野 就得 其他人 包括 梁 爆 唐狗 曾特狗 野 理得佢 係咪 自己 認 就係 抺黑 市民 全部 係 死 亦都 無眼 睇的",1,17,8,0.470588235294118,1
"229","Q304","鐵/鋁/銅...金屬製品咩唔可以回收循環再用嗎? 用鐵盒裝叫唔環保???:慳錢接受 , 環保成效...真係有咩?","鐵 鋁 銅 金屬 製品 咩 唔可以 回收 循環 再 用嗎 用 鐵 盒裝 叫 唔環保 慳錢 接受 環保 成效 真係 有咩",0,17,3,0.176470588235294,0
"230","Q305","政府又強行要成立D咩局嘜局, 浪費公帑養班垃圾.咪又係好似以前果D同科技有關既野咁利益輸送:","政府 又 強行 要 成立 咩 局 嘜 局 浪費公帑 養 班 垃圾 咪 又係 好似 以前 果 同 科技 有關 既野 咁 利益輸送",0,14,5,0.357142857142857,0
"231","Q306","馮生用字好小心，用“交往”，“dealing”，可以是商業往來。","馮生 用字 好小心 用 交往 可以 是 商業 往來",0,17,2,0.117647058823529,0
"232","Q307","汽車廢氣嘅有害物質比二手煙重多:fst_002:汽車廢氣含一氧化碳、氮氧化合物、碳氫化合物、鉛、二氧化硫重有苯，出街就係危險，搬去大森林住啦","汽車 廢氣 嘅 有害 物質 比 二手煙 重 多 汽車 廢氣 含 一氧化碳 氮氧 化合物 碳氫化合物 鉛 二氧化硫 重有 苯 出街 就係 危險 搬去 大 森林 住 啦",0,17,9,0.529411764705882,0
"233","Q308","咁正義你唔吊9你屋企果2個毛毛,佢地有份撐tbb架 :lol :lol :lol ; 不過你有拮屎先算, 費事一陣斷你糧餉就喊都無謂, 繼續做你嘅鍵盤戰士好過啦","咁 正義 你 唔 吊 你 屋企 果 個 毛毛 佢地 有份 撐 架 不過 你 有 拮 屎 先算 費事 一陣 斷 你 糧餉 就 喊 都 無謂 繼續 做 你嘅 鍵盤戰士 好過 啦",0,17,8,0.470588235294118,1
"234","Q309","其實我想講... 比一把你都唔係咁易射中人, 係要經過訓練先知點用","其實 我 想講 比 一把 你 都 唔係 咁易 射 中人 係要 經過 訓練 先知 點用",0,18,4,0.222222222222222,0
"235","Q31","孫悟空72變，變來變去都係暴徒張飛大鬧長阪坡,人少少都攪到你風煙四起扮人多終於係爭取民主自由嘅耳屎上面見識到什麼叫寶藥黨，街頭騙案同做煤.","孫悟空 變 變來變去 都係 暴徒 張飛 大鬧 長阪坡 人 少少 都 攪到 你 風 煙 四 起 扮 人多 終於 係 爭取 民主 自由 嘅 耳屎 上面 見識到 什麼 叫 寶藥黨 街頭 騙案 同 做 煤",1,13,6,0.461538461538462,1
"236","Q310","呢班零分已完都幾岸久，佢地知唔知地區議會職權去到邊？咁能鍾意越權，做左垃圾會已完再講啦！","呢班 零 分 已完 都 幾 岸 久 佢地 知唔知 地 區議會 職權 去到邊 咁 能 鍾意 越權 做左 垃圾 會 已完 再講 啦",1,13,8,0.615384615384615,1
"237","Q311","你哋老豆老母死都無喊和流淚?你講緊你自己呀?定還是講緊你d同類?","你哋 老豆老母 死 都 無喊 和 流淚 你 講緊你 自己 呀 定 還是 講緊你 同類",0,18,12,0.666666666666667,0
"238","Q312","係中資Starbucks 飲緊朱古力，睇住班黑人走黎走去。「港豬的生活，往往就是這麼樸實無華，且枯燥」","係 中資 飲緊 朱古力 睇住 班 黑人 走黎 走去 港豬 的 生活 往往 就是 這麼 樸實無華 且 枯燥",1,18,7,0.388888888888889,1
"239","Q313","班曱甴日日口講""民主, 自由, 人權"", 其實正正係摧毀香港民主, 自由, 人權嘅兇手。:@","班 曱甴 日日 口講 民主 自由 人權 其實 正 正係 摧毀 香港 民主 自由 人權 嘅 兇手",1,17,11,0.647058823529412,1
"240","Q314","犯民其實幫緊CY連任，佢地口是心非，口話爭取民主，但行就獨裁。","犯民 其實 幫緊 連任 佢地 口是心非 口話 爭取 民主 但 行 就 獨裁",1,16,5,0.3125,1
"241","Q315","可唔可能九龍港島都搞，住港島就去港島，住九龍就去九龍，形勢不妙就轉場，又有路過藍絲做cover","可 唔可能 九龍 港島 都 搞 住 港島 就去 港島 住 九龍 就去 九龍 形勢 不妙 就 轉場 又有 路過 藍絲 做",1,16,6,0.375,1
"242","Q316","我希望見到大家係仲會行動 做返啲和理非都可以做嘅事你每一次痴幾張 其他文宣寶寶就可以減輕啲負擔大家都幫下推下  真係好需要大家嘅幫手","我 希望 見到 大家 係 仲會 行動 做返 啲 和 理非 都 可以 做 嘅 事 你 每一次 痴 幾張 其他 文宣 寶寶 就 可以 減輕 啲 負擔 大家 都 幫下 推下 真係 好 需要 大家 嘅 幫手",0,17,3,0.176470588235294,0
"243","Q317","就算唔係我咁諗又點，條女遲遲唔肯報警，一定身有屎，如果真係警察做，班泛民漢奸，人妖，曱甴黃媒仲唔大造文章！","就算 唔係 我 咁諗 又點 條女 遲遲 唔肯 報警 一定 身有屎 如果 真係 警察 做 班 泛民 漢奸 人妖 曱甴 黃媒 仲唔 大造文章",1,16,10,0.625,1
"244","Q318","嗰日佢地唔係阻人，係唔俾人入，成班痞街廢物幾惡，如果有班傳媒係度，打人都得。今日攞張紙寫幾個字就叫道歉，要道歉就成班廢柴跪係稅局門口，咁先叫做有誠意。","嗰日 佢地 唔係 阻 人 係 唔俾人 入 成班 痞 街 廢物 幾 惡 如果 有 班傳媒 係度 打人 都得 今日 攞 張 紙 寫 幾個 字 就 叫 道歉 要 道歉 就 成班 廢柴 跪 係 稅局 門口 咁 先 叫做 有誠意",1,17,6,0.352941176470588,1
"245","Q319","犯民真係無惡不作~又炒人滅聲一言堂，唱歌要喊洗細露仔腦，黑金收受貪污議員，仇富批鬥地主「港共犯民」","犯民 真係 無惡不作 又 炒人 滅聲 一言堂 唱歌 要 喊 洗 細露 仔 腦 黑金 收受 貪污 議員 仇富 批 鬥地主 港共 犯民",1,17,9,0.529411764705882,1
"246","Q32","就算藍絲真係如此，同普通上班族一樣之嘛，個個上班族都係老闆支持就是對，老闆反對就是錯啦。唔通黃絲未上過班？？:","就算 藍絲 真係 如此 同 普通 上班族 一樣 之嘛 個個 上班族 都係 老闆 支持 就是 對 老闆 反對 就是 錯 啦 唔通 黃絲 未 上過 班",0,15,5,0.333333333333333,0
"247","Q320","因為其他版本無講明首歌名,全部都係得張學友張相,怕大家唔知首歌既名","因為 其他 版本 無 講明 首 歌名 全部 都係 得 張學友 張相 怕 大家 唔知 首 歌 既 名",0,15,2,0.133333333333333,0
